school_code,county,pub-priv,district,city,school_name,enrollment,up-to-date-percentage,conditional-percentage,medical-exemption-percentage,belief-exemption-percentage,religious-belief_exemption_percentage
6002117,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PIEDMONT AVENUE ELEMENTARY,58,95,3,0,0,0
6002125,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PREPARATORY LITERARY ACADEMY OF CULTURAL EXCELLENCE,44,98,0,0,0,0
110239,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,REACH ACADEMY,81,95,2,0,0,0
6002141,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,REDWOOD HEIGHTS ELEMENTARY,50,94,4,0,2,0
110262,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,RISE COMMUNITY,61,97,3,0,0,0
161259,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ROSES AND CONCRETE COMMUNITY SCHOOL,45,91,0,0,9,2
110254,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SANKOFA ACADEMY,57,95,2,0,2,2
6002174,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SEQUOIA ELEMENTARY,94,98,1,0,1,0
100792,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,THINK COLLEGE NOW,46,98,2,0,0,0
6002216,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,THORNHILL ELEMENTARY,94,98,1,0,1,0
123711,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,VINCENT ACADEMY,67,100,0,0,0,0
6002281,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,BEACH ELEMENTARY,37,95,5,0,0,0
6002299,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,HAVENS ELEMENTARY,60,93,2,0,5,0
6002307,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,WILDWOOD ELEMENTARY,38,95,5,0,0,0
6002315,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,ALISAL ELEMENTARY,101,97,1,0,2,0
6001366,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,DONLON ELEMENTARY,123,95,3,0,2,0
6002323,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,FAIRLANDS ELEMENTARY,150,95,3,1,0,0
6114318,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,HENRY P. MOHR ELEMENTARY,97,99,0,0,0,0
6001416,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,LYDIKSEN ELEMENTARY,100,96,2,0,2,0
6117600,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,PHOEBE APPERSON HEARST ELEMENTARY,93,97,2,0,1,0
6002349,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,VALLEY VIEW ELEMENTARY,125,96,0,0,2,0
6089361,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,VINTAGE HILLS ELEMENTARY,119,98,0,0,2,0
6002356,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,WALNUT GROVE ELEMENTARY,116,98,0,1,0,0
6002372,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,GARFIELD ELEMENTARY,67,97,3,0,0,0
6002398,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,JEFFERSON ELEMENTARY,97,99,1,0,0,0
6002414,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MADISON ELEMENTARY,81,99,0,0,1,1
6002422,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MCKINLEY ELEMENTARY,102,99,1,0,0,0
6002430,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MONROE ELEMENTARY,52,98,2,0,0,0
6002448,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,ROOSEVELT ELEMENTARY,77,97,0,0,3,1
6002455,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,WASHINGTON ELEMENTARY,68,96,1,0,3,3
6002463,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,WILSON ELEMENTARY,105,96,2,0,2,1
6002505,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,BAY ELEMENTARY,82,95,2,0,2,0
6002521,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,COLONIAL ACRES ELEMENTARY,95,97,2,0,0,0
6002539,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,CORVALLIS ELEMENTARY,74,99,1,0,0,0
6002547,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,DAYTON ELEMENTARY,75,99,1,0,0,0
6002554,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,DEL REY ELEMENTARY,79,100,0,0,0,0
6002604,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,GRANT ELEMENTARY,60,98,0,0,2,0
6002612,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,HESPERIAN ELEMENTARY,109,100,0,0,0,0
6002620,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,HILLSIDE ELEMENTARY,86,94,5,1,0,0
6002653,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,LORENZO MANOR ELEMENTARY,104,100,0,0,0,0
6002711,ALAMEDA,PUBLIC,SUNOL GLEN UNIFIED,SUNOL,SUNOL GLEN ELEMENTARY,37,89,3,0,8,8
7082266,ALAMEDA,PRIVATE,,OAKLAND,ACTS CHRISTIAN ACADEMY,30,100,0,0,0,0
6965909,ALAMEDA,PRIVATE,,HAYWARD,ALL SAINTS CATHOLIC SCHOOL,27,93,4,0,0,0
6135743,ALAMEDA,PRIVATE,,BERKELEY,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,20,95,0,0,5,5
6972574,ALAMEDA,PRIVATE,,SAN LEANDRO,ASSUMPTION,29,100,0,0,0,0
7071632,ALAMEDA,PRIVATE,,OAKLAND,AURORA SCHOOL,23,83,4,0,13,0
6967475,ALAMEDA,PRIVATE,,OAKLAND,BENTLEY,34,91,6,0,3,0
6142236,ALAMEDA,PRIVATE,,BERKELEY,BERKELEY ROSE SCHOOL,28,18,4,0,79,0
6972723,ALAMEDA,PRIVATE,,BERKELEY,BERKWOOD HEDGE,13,62,31,0,8,0
6989784,ALAMEDA,PRIVATE,,BERKELEY,BLACK PINE CIRCLE SCHOOL,16,94,0,0,6,6
6972624,ALAMEDA,PRIVATE,,SAN LORENZO,CALVARY LUTHERAN ELEMENTARY,13,100,0,0,0,0
7091234,ALAMEDA,PRIVATE,,NEWARK,CHALLENGER - NEWARK,58,97,3,0,0,0
7055411,ALAMEDA,PRIVATE,,NEWARK,CHALLENGERÃ¢â‚¬â€œARDENWOOD,114,98,0,0,2,0
6204697,ALAMEDA,PRIVATE,,ALAMEDA,CHINESE CHRISTIAN SCHOOLSÃ¢â‚¬â€œALAMEDA,47,100,0,0,0,0
6140735,ALAMEDA,PRIVATE,,OAKLAND,CORNERSTONE CHRISTIAN ACADEMY,,,,,,
6972632,ALAMEDA,PRIVATE,,PIEDMONT,CORPUS CHRISTI ELEMENTARY,29,97,3,0,0,0
7095292,ALAMEDA,PRIVATE,,OAKLAND,DR. HERBERT GUICE CHRISTIAN ACADEMY,18,100,0,0,0,0
6900757,ALAMEDA,PRIVATE,,BERKELEY,ECOLE BILINGUE DE BERKELEY,54,70,22,0,7,0
6138184,ALAMEDA,PRIVATE,,OAKLAND,ESCUELA BILINGÃƒÅ“E INTERNACIONAL,43,93,0,0,7,0
6909840,ALAMEDA,PRIVATE,,FREMONT,FREMONT CHRISTIAN SCHOOL,63,90,10,0,0,0
6148506,ALAMEDA,PRIVATE,,BERKELEY,GERMAN INT'L SCHOOL OF SILICON VALLEY,,,,,,
7071970,ALAMEDA,PRIVATE,,OAKLAND,GRAND LAKE MONTESSORI,11,82,0,0,18,0
7083397,ALAMEDA,PRIVATE,,OAKLAND,GROWING LIGHT MONTESSORI,20,95,0,0,5,0
6932925,ALAMEDA,PRIVATE,,OAKLAND,HEAD-ROYCE SCHOOL,35,97,3,0,0,0
6972731,ALAMEDA,PRIVATE,,FREMONT,HOLY SPIRIT ELEMENTARY,29,100,0,0,0,0
6143382,ALAMEDA,PRIVATE,,OAKLAND,I.Q.R.A.A.EDUCATIONAL ACADEMY& SERVICES,,,,,,
6140461,ALAMEDA,PRIVATE,,FREMONT,ILM ACADEMY,28,86,4,0,11,11
6922389,ALAMEDA,PRIVATE,,FREMONT,KIMBER HILLS ACADEMY,23,96,4,0,0,0
7003304,ALAMEDA,PRIVATE,,HAYWARD,LEA'S CHRISTIAN,17,94,0,0,6,6
6148738,ALAMEDA,PRIVATE,,EMERYVILLE,"LEPORT SCHOOLS, EMERYVILLE",,,,,,
6906549,ALAMEDA,PRIVATE,,OAKLAND,MILLS COLLEGE CHILDREN'S SCHOOL,15,87,0,0,13,0
6138648,ALAMEDA,PRIVATE,,UNION CITY,MISSION HILLS MIDDLE SCHOOL,,,,,,
7103286,ALAMEDA,PRIVATE,,HAYWARD,MONTESSORI CHILDREN'S HOUSE OF HAYWARD,23,100,0,0,0,0
7098106,ALAMEDA,PRIVATE,,OAKLAND,MUHAMMAD UNIVERSITY OF ISLAM,,,,,,
7047236,ALAMEDA,PRIVATE,,FREMONT,NEW HORIZONS,31,100,0,0,0,0
7054018,ALAMEDA,PRIVATE,,OAKLAND,NORTHERN LIGHT SCHOOL,21,100,0,0,0,0
6200877,ALAMEDA,PRIVATE,,UNION CITY,NORTHSTAR SCHOOL,17,94,0,0,6,6
7081524,ALAMEDA,PRIVATE,,OAKLAND,OAKLAND HEBREW DAY,24,92,4,0,4,0
6970651,ALAMEDA,PRIVATE,,CASTRO VALLEY,OUR LADY OF GRACE SCHOOL,37,100,0,0,0,0
6970628,ALAMEDA,PRIVATE,,FREMONT,OUR LADY OF GUADALUPE,25,100,0,0,0,0
6977862,ALAMEDA,PRIVATE,,UNION CITY,OUR LADY OF THE ROSARY,14,86,14,0,0,0
6995583,ALAMEDA,PRIVATE,,LIVERMORE,OUR SAVIOR LUTHERAN,23,87,0,0,13,13
6998470,ALAMEDA,PRIVATE,,OAKLAND,PARK DAY,31,58,35,0,6,0
6967483,ALAMEDA,PRIVATE,,FREMONT,PRINCE OF PEACE LUTHERAN SCHOOL,43,100,0,0,0,0
7072317,ALAMEDA,PRIVATE,,SAN LEANDRO,"PRINCIPLED ACADEMY, THE",14,86,0,0,14,0
7103989,ALAMEDA,PRIVATE,,DUBLIN,"QUARRY LANE SCHOOL, THE",33,100,0,0,0,0
6913131,ALAMEDA,PRIVATE,,CASTRO VALLEY,REDWOOD CHRISTIAN ELEMENTARY,41,93,2,0,5,0
6995542,ALAMEDA,PRIVATE,,OAKLAND,REDWOOD DAY SCHOOL,35,100,0,0,0,0
6922470,ALAMEDA,PRIVATE,,ALAMEDA,RISING STAR MONTESSORI SCHOOL,18,100,0,0,0,0
6965917,ALAMEDA,PRIVATE,,HAYWARD,SAINT CLEMENT CATHOLIC SCHOOL,26,100,0,0,0,0
6972962,ALAMEDA,PRIVATE,,OAKLAND,SAINT JARLATH SCHOOL,12,100,0,0,0,0
6973010,ALAMEDA,PRIVATE,,OAKLAND,SAINT LEO THE GREAT SCHOOL,27,100,0,0,0,0
6994107,ALAMEDA,PRIVATE,,OAKLAND,"SAINT VINCENT'S DAY HOME, INC.",26,100,0,0,0,0
6973085,ALAMEDA,PRIVATE,,BERKELEY,SCHOOL OF THE MADELEINE,34,100,0,0,0,0
6132872,ALAMEDA,PRIVATE,,FREMONT,SCRIBBLES MONTESORRI,13,92,8,0,0,0
7077878,ALAMEDA,PRIVATE,,OAKLAND,SPECTRUM CENTER - CAMDEN SCHOOL,,,,,,
6904452,ALAMEDA,PRIVATE,,OAKLAND,ST. ANDREW M.B.C. PRIVATE P. C. P. C.,,,,,,
6967517,ALAMEDA,PRIVATE,,OAKLAND,ST. ANTHONY SCHOOL,25,100,0,0,0,0
6972871,ALAMEDA,PRIVATE,,HAYWARD,ST. BEDE CATHOLIC SCHOOL,26,100,0,0,0,0
6972921,ALAMEDA,PRIVATE,,NEWARK,ST. EDWARD PARISH,26,92,0,0,8,0
6972939,ALAMEDA,PRIVATE,,OAKLAND,ST. ELIZABETH ELEMENTARY,17,100,0,0,0,0
6972947,ALAMEDA,PRIVATE,,SAN LEANDRO,ST. FELICITAS CATHOLIC SCHOOL,31,100,0,0,0,0
6972970,ALAMEDA,PRIVATE,,HAYWARD,ST. JOACHIM'S ELEMENTARY,36,100,0,0,0,0
6970602,ALAMEDA,PRIVATE,,SAN LORENZO,ST. JOHN ELEMENTARY,25,96,4,0,0,0
6972996,ALAMEDA,PRIVATE,,FREMONT,ST. JOSEPH ELEMENTARY,18,100,0,0,0,0
6965891,ALAMEDA,PRIVATE,,ALAMEDA,ST. JOSEPH ELEMENTARY,28,96,4,0,0,0
6973002,ALAMEDA,PRIVATE,,OAKLAND,ST. LAWRENCE O'TOOLE ELEMENTARY,15,80,13,0,7,0
6970636,ALAMEDA,PRIVATE,,SAN LEANDRO,ST. LEANDER,23,100,0,0,0,0
6967491,ALAMEDA,PRIVATE,,OAKLAND,ST. MARTIN DE PORRES,21,95,5,0,0,0
6967525,ALAMEDA,PRIVATE,,LIVERMORE,ST. MICHAEL ELEMENTARY,12,92,0,0,8,8
6960694,ALAMEDA,PRIVATE,,OAKLAND,ST. PAUL'S EPISCOPAL,35,94,0,0,6,0
6959878,ALAMEDA,PRIVATE,,DUBLIN,ST. PHILIP LUTHERAN,12,100,0,0,0,0
6973077,ALAMEDA,PRIVATE,,ALAMEDA,ST. PHILIP NERI ELEMENTARY,30,93,3,0,3,0
7012222,ALAMEDA,PRIVATE,,DUBLIN,ST. RAYMOND,33,100,0,0,0,0
6967533,ALAMEDA,PRIVATE,,OAKLAND,ST. THERESA SCHOOL,29,100,0,0,0,0
6203814,ALAMEDA,PRIVATE,,OAKLAND,STARLITE SCHOOL,20,100,0,0,0,0
6206023,ALAMEDA,PRIVATE,,FREMONT,STRATFORD SCHOOL,30,90,10,0,0,0
6141923,ALAMEDA,PRIVATE,,FREMONT,STRATFORD SCHOOL,57,95,5,0,0,0
6143788,ALAMEDA,PRIVATE,,PLEASANTON,STRATFORD SCHOOL,97,91,8,0,1,0
6967442,ALAMEDA,PRIVATE,,BERKELEY,THE BERKELEY SCHOOL,26,88,4,0,8,0
6146716,ALAMEDA,PRIVATE,,SAN LEANDRO,THE MONTESSORI GIVING TREE,,,,,,
6141048,ALAMEDA,PRIVATE,,OAKLAND,THE RENAISSANCE INTERNATIONAL SCHOOL,,,,,,
7088743,ALAMEDA,PRIVATE,,UNION CITY,UNION CITY CHRISTIAN SCHOOL,14,100,0,0,0,0
6972657,ALAMEDA,PRIVATE,,DUBLIN,VALLEY CHRISTIAN ELEMENTARY SCHOOL,31,97,3,0,0,0
6900773,ALAMEDA,PRIVATE,,LIVERMORE,VALLEY MONTESSORI SCHOOL,32,88,3,0,9,0
7045552,ALAMEDA,PRIVATE,,BERKELEY,VIA CENTER,,,,,,
6994651,ALAMEDA,PRIVATE,,BERKELEY,WALDEN CENTER AND SCHOOL,13,69,31,0,0,0
6002810,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,IONE,IONE ELEMENTARY,78,85,10,1,0,0
6002828,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,JACKSON,JACKSON ELEMENTARY,83,84,5,0,11,1
6002844,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,JACKSON,PINE GROVE ELEMENTARY STEM MAGNET,26,88,8,4,0,0
6002851,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PIONEER,PIONEER MAGNET SCHOOL FOR THE VISUAL AND PERFORMING ARTS,33,97,3,0,0,0
6002869,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PLYMOUTH,PLYMOUTH ELEMENTARY,26,96,0,0,4,4
6002877,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,SUTTER CREEK,SUTTER CREEK ELEMENTARY,56,84,9,2,0,0
6002919,BUTTE,PUBLIC,BANGOR UNION ELEMENTARY,BANGOR,BANGOR ELEMENTARY,11,91,9,0,0,0
6002943,BUTTE,PUBLIC,BIGGS UNIFIED,BIGGS,BIGGS ELEMENTARY,62,87,11,0,2,2
114991,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,CORE BUTTE CHARTER,55,64,4,0,33,11
430090,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,OROVILLE,LEARNING COMMUNITY CHARTER,22,82,9,5,0,0
6119523,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,BLUE OAK CHARTER,62,50,6,0,44,18
6002968,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CHAPMAN ELEMENTARY,86,88,10,0,1,0
6113773,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CHICO COUNTRY DAY,62,92,0,0,8,2
6002976,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CITRUS AVENUE ELEMENTARY,64,100,0,0,0,0
6111116,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,EMMA WILSON ELEMENTARY,120,98,1,0,2,1
118042,BUTTE,PUBLIC,CHICO UNIFIED,FOREST RANCH,FOREST RANCH CHARTER,16,81,6,0,13,0
6003008,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,HOOKER OAK ELEMENTARY,66,91,0,0,9,0
6109722,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,LITTLE CHICO CREEK ELEMENTARY,70,96,3,0,1,0
430215,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,LOMA VISTA,20,95,0,0,5,0
6003032,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MARIGOLD ELEMENTARY,85,94,4,0,2,0
6003024,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MCMANUS -JOHN A.- ELEMENTARY,120,95,4,0,1,0
6003040,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NEAL DOW ELEMENTARY,59,95,0,0,5,2
110551,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NORD COUNTRY,22,100,0,0,0,0
6003073,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,PARKVIEW ELEMENTARY,74,89,7,1,3,0
6003081,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,ROSEDALE ELEMENTARY,96,94,3,1,2,1
6003099,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHASTA ELEMENTARY,99,91,7,0,2,0
121475,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHERWOOD MONTESSORI,24,67,0,0,33,21
6003107,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SIERRA VIEW ELEMENTARY,100,90,0,0,10,5
123810,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,WILDFLOWER OPEN CLASSROOM,22,59,0,0,41,9
6003115,BUTTE,PUBLIC,DURHAM UNIFIED,DURHAM,DURHAM ELEMENTARY,85,87,0,0,13,0
6003131,BUTTE,PUBLIC,GOLDEN FEATHER UNION ELEMENTARY,OROVILLE,CONCOW ELEMENTARY,12,83,8,0,0,0
6003156,BUTTE,PUBLIC,GRIDLEY UNIFIED,GRIDLEY,MCKINLEY ELEMENTARY,190,99,0,0,1,1
6003198,BUTTE,PUBLIC,MANZANITA ELEMENTARY,GRIDLEY,MANZANITA ELEMENTARY,37,95,3,0,3,0
6003214,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,BIRD STREET ELEMENTARY,24,100,0,0,0,0
6003255,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OAKDALE HEIGHTS ELEMENTARY,70,91,6,1,1,0
6003263,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OPHIR ELEMENTARY,71,93,0,0,7,0
6003271,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STANFORD AVENUE ELEMENTARY,84,98,0,0,2,1
129577,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STREAM CHARTER,30,83,0,0,17,0
6094957,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,WYANDOTTE ACADEMY,72,99,1,0,0,0
6003289,BUTTE,PUBLIC,PALERMO UNION ELEMENTARY,OROVILLE,HELEN M. WILCOX ELEMENTARY,135,96,2,0,1,0
110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,24,83,4,4,8,0
6113526,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,CEDARWOOD ELEMENTARY,49,86,12,0,2,0
6113765,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,CHILDREN'S COMMUNITY CHARTER,22,82,0,0,18,0
6003313,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PARADISE ELEMENTARY,115,82,16,0,3,2
6105522,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,PINE RIDGE,45,84,16,0,0,0
6003339,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PONDEROSA ELEMENTARY,117,81,15,1,3,0
102327,BUTTE,PUBLIC,THERMALITO UNION,OROVILLE,PLUMAS AVENUE ELEMENTARY,52,98,0,0,2,0
6003362,BUTTE,PUBLIC,THERMALITO UNION,OROVILLE,POPLAR AVENUE ELEMENTARY,52,92,6,0,2,0
6003370,BUTTE,PUBLIC,THERMALITO UNION,OROVILLE,SIERRA AVENUE ELEMENTARY,82,99,0,0,1,0
6144299,BUTTE,PRIVATE,,PARADISE,BARRETTSVILLA,,,,,,
6973168,BUTTE,PRIVATE,,CHICO,CHICO CHRISTIAN,39,100,0,0,0,0
6967582,BUTTE,PRIVATE,,CHICO,NOTRE DAME SCHOOL,21,100,0,0,0,0
6906598,BUTTE,PRIVATE,,OROVILLE,OROVILLE CHRISTIAN SCHOOL,13,85,0,0,15,0
6926109,BUTTE,PRIVATE,,OROVILLE,ST. THOMAS THE APOSTLE,21,90,0,0,10,10
530154,CALAVERAS,PUBLIC,CALAVERAS COUNTY OFFICE OF EDUCATION,SAN ANDREAS,MOUNTAIN OAKS,25,48,4,0,48,24
6108518,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,JENNY LIND ELEMENTARY,78,94,0,0,6,1
6003404,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,MOKELUMNE HILL,MOKELUMNE HILL ELEMENTARY,13,100,0,0,0,0
6003420,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,RAIL ROAD FLAT,RAIL ROAD FLAT ELEMENTARY,10,90,0,0,10,0
6003438,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,SAN ANDREAS,SAN ANDREAS ELEMENTARY,50,94,0,0,4,0
6003446,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,VALLEY SPRINGS ELEMENTARY,70,94,0,0,6,0
6003453,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,WEST POINT,WEST POINT ELEMENTARY,12,100,0,0,0,0
6003388,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,COPPEROPOLIS,COPPEROPOLIS ELEMENTARY,42,93,5,0,2,0
6003461,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,ANGELS CAMP,MARK TWAIN ELEMENTARY,55,85,0,0,15,15
6088975,CALAVERAS,PUBLIC,VALLECITO UNION,MURPHYS,ALBERT A. MICHELSON ELEMENTARY,33,79,0,0,18,3
6003396,CALAVERAS,PUBLIC,VALLECITO UNION,ARNOLD,HAZEL FISCHER ELEMENTARY,29,86,0,0,14,0
7105059,CALAVERAS,PRIVATE,,VALLECITO,CHRISTIAN HERITAGE ACADEMY,,,,,,
6003495,COLUSA,PUBLIC,COLUSA UNIFIED,COLUSA,JAMES M. BURCHFIELD PRIMARY,136,100,0,0,0,0
6003503,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL ELEMENTARY,25,100,0,0,0,0
6003511,COLUSA,PUBLIC,PIERCE JOINT UNIFIED,ARBUCKLE,ARBUCKLE ELEMENTARY,102,99,1,0,0,0
6003552,COLUSA,PUBLIC,WILLIAMS UNIFIED,WILLIAMS,WILLIAMS PRIMARY ELEMENTARY,130,100,0,0,0,0
6115703,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY,30,93,0,0,7,0
115063,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY II,24,92,0,0,8,0
6003578,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,BELSHAW ELEMENTARY,84,80,18,0,2,0
106583,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,CARMEN DRAGON ELEMENTARY,134,91,8,1,0,0
6117501,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,DIABLO VISTA ELEMENTARY,76,82,18,0,0,0
6003594,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,FREMONT ELEMENTARY,88,95,5,0,0,0
6115380,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,GRANT ELEMENTARY,70,84,14,0,1,0
6110514,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,JACK LONDON ELEMENTARY,75,96,0,0,4,0
6003602,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,KIMBALL ELEMENTARY,123,97,2,0,2,1
100461,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,LONE TREE ELEMENTARY,,,,,,
6003610,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MARSH ELEMENTARY,98,100,0,0,0,0
6084941,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MISSION ELEMENTARY,89,99,1,0,0,0
6108989,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MUIR -JOHN- ELEMENTARY,87,97,3,0,0,0
113761,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,OAKLEY,ORCHARD PARK,81,96,2,0,1,1
6003628,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,SUTTER ELEMENTARY,115,100,0,0,0,0
6003636,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,TURNER ELEMENTARY,142,94,6,0,0,0
6003644,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,BRENTWOOD ELEMENTARY,118,97,0,1,3,1
6070981,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,GARIN ELEMENTARY,105,87,13,0,0,0
6117410,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,LOMA VISTA ELEMENTARY,115,90,3,0,8,3
108019,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,MARSH CREEK ELEMENTARY,121,98,2,0,0,0
