"2015-16 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 10 or more students enrolled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL*,,PME**,,PBE§ ,,HCP-COUNSELED PBE§§ ,,RELIGIOUS PBE§§§ ,,OVER-DUE §§§§,,DTP††  ^,,POLIO¥ ^,,MMR‡  ^,,HEPB§ ^,,VAR¶ ^,,REPORTED¶¶
6117279,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HOLLY DRIVE LEADERSHIP ACADEMY,12,12,100,0,0,0,0,0,0,0,0,0,0,0,0,12,100,12,100,12,100,12,100,12,100,Y
6039747,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HOLMES ELEMENTARY,102,97,95,0,0,0,0,5,5,5,5,0,0,0,0,97,95,97,95,97,95,97,95,97,95,Y
6039754,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HORTON ELEMENTARY,79,79,100,0,0,0,0,0,0,0,0,0,0,0,0,79,100,79,100,79,100,79,100,79,100,Y
0108290,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IBARRA ELEMENTARY,92,90,98,2,2,0,0,0,0,0,0,0,0,0,0,90,98,92,100,92,100,92,100,92,100,Y
0108548,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IFTIN CHARTER,46,21,46,24,52,0,0,1,2,1,2,0,0,0,0,39,85,34,74,29,63,42,91,43,93,Y
0118083,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,INNOVATIONS ACADEMY,40,26,65,3,8,0,0,11,28,8,20,3,8,0,0,27,68,27,68,27,68,28,70,26,65,Y
6039770,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JEFFERSON ELEMENTARY,93,93,100,0,0,0,0,0,0,0,0,0,0,0,0,93,100,93,100,93,100,93,100,93,100,Y
6099071,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JERABEK ELEMENTARY,128,126,98,2,2,0,0,0,0,0,0,0,0,0,0,126,98,128,100,128,100,128,100,128,100,Y
3730116,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JOHN MUIR,14,13,93,0,0,0,0,1,7,1,7,0,0,0,0,13,93,13,93,13,93,13,93,13,93,Y
6039788,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JOHNSON ELEMENTARY,78,76,97,1,1,0,0,1,1,1,1,0,0,0,0,77,99,77,99,76,97,77,99,77,99,Y
6039796,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JONES ELEMENTARY,71,70,99,1,1,0,0,0,0,0,0,0,0,0,0,70,99,71,100,71,100,71,100,71,100,Y
0114041,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JOYNER ELEMENTARY,126,124,98,1,1,0,0,1,1,0,0,1,1,0,0,124,98,125,99,125,99,125,99,125,99,Y
6039804,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JUAREZ ELEMENTARY,64,62,97,1,2,0,0,1,2,1,2,0,0,0,0,63,98,63,98,63,98,62,97,63,98,Y
0126730,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KAVOD ELEMENTARY CHARTER,28,25,89,0,0,3,11,0,0,0,0,0,0,0,0,25,89,25,89,25,89,25,89,25,89,Y
6039812,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KEILLER LEADERSHIP ACADEMY,59,59,100,0,0,0,0,0,0,0,0,0,0,0,0,59,100,59,100,59,100,59,100,59,100,Y
6114292,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KIMBROUGH ELEMENTARY,73,71,97,0,0,0,0,2,3,2,3,0,0,0,0,71,97,71,97,71,97,71,97,71,97,Y
6119598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ ACADEMY OF EXCELLENCE,24,24,100,0,0,0,0,0,0,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,Y
6040190,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ PRIMARY ACADEMY,162,160,99,2,1,0,0,0,0,0,0,0,0,0,0,162,100,162,100,162,100,160,99,162,100,Y
6112460,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KUMEYAAY ELEMENTARY,93,90,97,1,1,0,0,2,2,0,0,2,2,0,0,90,97,90,97,90,97,90,97,91,98,Y
6039846,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,LA JOLLA ELEMENTARY,80,69,86,0,0,0,0,5,6,5,6,0,0,6,8,69,86,69,86,69,86,69,86,69,86,Y
6039853,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LAFAYETTE ELEMENTARY,47,42,89,1,2,1,2,3,6,3,6,0,0,0,0,43,91,43,91,43,91,42,89,42,89,Y
6040000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LANGUAGE ACADEMY,122,115,94,4,3,0,0,3,2,3,2,0,0,0,0,119,98,118,97,119,98,115,94,119,98,Y
0106799,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LEARNING CHOICE ACADEMY,56,33,59,6,11,0,0,17,30,8,14,9,16,0,0,34,61,35,63,35,63,36,64,37,66,Y
6039861,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LEE ELEMENTARY,46,44,96,0,0,0,0,2,4,2,4,0,0,0,0,44,96,44,96,44,96,44,96,44,96,Y
6039879,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LINDA VISTA ELEMENTARY,92,90,98,1,1,0,0,1,1,1,1,0,0,0,0,90,98,91,99,91,99,91,99,91,99,Y
6039887,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LINDBERGH SCHWEITZER ELEMENTARY,83,73,88,1,1,2,2,2,2,2,2,0,0,5,6,73,88,74,89,74,89,74,89,74,89,Y
6039895,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LOGAN K-8,86,85,99,0,0,0,0,0,0,0,0,0,0,1,1,85,99,85,99,85,99,85,99,85,99,Y
6039903,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LOMA PORTAL ELEMENTARY,90,88,98,1,1,0,0,1,1,1,1,0,0,0,0,89,99,88,98,89,99,88,98,89,99,Y
6039911,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LONGFELLOW K-8,120,116,97,0,0,0,0,4,3,4,3,0,0,0,0,116,97,116,97,116,97,116,97,116,97,Y
6039952,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARSHALL ELEMENTARY,115,114,99,1,1,0,0,0,0,0,0,0,0,0,0,114,99,115,100,115,100,115,100,115,100,Y
6039960,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARVIN ELEMENTARY,120,115,96,1,1,1,1,3,3,3,3,0,0,0,0,115,96,116,97,116,97,116,97,116,97,Y
6071914,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MASON ELEMENTARY,118,115,97,1,1,0,0,2,2,2,2,0,0,0,0,116,98,116,98,116,98,115,97,116,98,Y
6113211,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MCGILL SCHOOL OF SUCCESS,37,37,100,0,0,0,0,0,0,0,0,0,0,0,0,37,100,37,100,37,100,37,100,37,100,Y
6039978,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MCKINLEY ELEMENTARY,114,106,93,3,3,0,0,5,4,5,4,0,0,0,0,107,94,108,95,108,95,106,93,109,96,Y
6093256,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MILLER ELEMENTARY,148,145,98,0,0,0,0,3,2,2,1,1,1,0,0,145,98,145,98,145,98,145,98,145,98,Y
6069116,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MIRAMAR RANCH ELEMENTARY,140,134,96,1,1,1,1,4,3,4,3,0,0,0,0,134,96,135,96,135,96,135,96,135,96,Y
3730751,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MT. EVEREST ACADEMY,11,10,91,0,0,0,0,1,9,1,9,0,0,0,0,10,91,10,91,10,91,10,91,10,91,Y
6115570,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MUSEUM,24,19,79,2,8,0,0,3,13,3,13,0,0,0,0,20,83,19,79,20,83,20,83,21,88,Y
0111864,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,NORMAL HEIGHTS ELEMENTARY,73,68,93,1,1,0,0,1,1,0,0,1,1,3,4,68,93,69,95,69,95,69,95,69,95,Y
6112478,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,NYE ELEMENTARY,73,70,96,2,3,0,0,1,1,0,0,1,1,0,0,70,96,72,99,72,99,72,99,72,99,Y
6040026,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OAK PARK ELEMENTARY,112,108,96,1,1,1,1,2,2,2,2,0,0,0,0,109,97,109,97,108,96,109,97,108,96,Y
6040034,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OCEAN BEACH ELEMENTARY,84,76,90,1,1,0,0,7,8,7,8,0,0,0,0,76,90,77,92,77,92,77,92,77,92,Y
0123778,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OLD TOWN ACADEMY K-8 CHARTER,28,16,57,0,0,0,0,2,7,0,0,2,7,10,36,16,57,16,57,16,57,16,57,16,57,Y
6040042,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PACIFIC BEACH ELEMENTARY,65,61,94,2,3,0,0,2,3,2,3,0,0,0,0,61,94,63,97,63,97,63,97,63,97,Y
6040059,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PARADISE HILLS ELEMENTARY,55,54,98,1,2,0,0,0,0,0,0,0,0,0,0,55,100,55,100,54,98,55,100,55,100,Y
6077317,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PENN ELEMENTARY,57,55,96,2,4,0,0,0,0,0,0,0,0,0,0,55,96,56,98,57,100,56,98,57,100,Y
6039929,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERKINS K-8,52,51,98,1,2,0,0,0,0,0,0,0,0,0,0,51,98,51,98,52,100,51,98,52,100,Y
6040067,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERRY ELEMENTARY,121,121,100,0,0,0,0,0,0,0,0,0,0,0,0,121,100,121,100,121,100,121,100,121,100,Y
0108274,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PORTER ELEMENTARY,169,167,99,1,1,0,0,1,1,0,0,1,1,0,0,167,99,168,99,168,99,168,99,168,99,Y
0114033,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,RODRIGUEZ ELEMENTARY,88,87,99,1,1,0,0,0,0,0,0,0,0,0,0,87,99,88,100,88,100,88,100,88,100,Y
6040091,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROLANDO PARK ELEMENTARY,48,46,96,0,0,1,2,1,2,1,2,0,0,0,0,46,96,46,96,46,96,46,96,46,96,Y
6114375,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROSA PARKS ELEMENTARY,170,166,98,2,1,0,0,2,1,2,1,0,0,0,0,167,98,167,98,167,98,167,98,168,99,Y
6040109,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROSS ELEMENTARY,41,41,100,0,0,0,0,0,0,0,0,0,0,0,0,41,100,41,100,41,100,41,100,41,100,Y
6040117,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROWAN ELEMENTARY,45,44,98,1,2,0,0,0,0,0,0,0,0,0,0,45,100,45,100,45,100,44,98,45,100,Y
0132316,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SALK ELEMENTARY,140,139,99,0,0,0,0,1,1,1,1,0,0,0,0,139,99,139,99,139,99,139,99,139,99,Y
6119168,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO COOPERATIVE CHARTER,49,36,73,3,6,0,0,10,20,10,20,0,0,0,0,38,78,37,76,38,78,37,76,39,80,Y
0127654,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO COOPERATIVE CHARTER SCHOOL 2,50,40,80,0,0,1,2,9,18,9,18,0,0,0,0,40,80,40,80,40,80,40,80,40,80,Y
0121681,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO GLOBAL VISION ACADEMY,43,37,86,4,9,1,2,1,2,1,2,0,0,0,0,37,86,38,88,38,88,39,91,38,88,Y
6089049,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SANDBURG ELEMENTARY,128,126,98,0,0,0,0,1,1,1,1,0,0,1,1,126,98,126,98,126,98,126,98,126,98,Y
6119135,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SCRIPPS ELEMENTARY,142,140,99,1,1,1,1,0,0,0,0,0,0,0,0,141,99,141,99,141,99,140,99,141,99,Y
6040133,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SEQUOIA ELEMENTARY,38,38,100,0,0,0,0,0,0,0,0,0,0,0,0,38,100,38,100,38,100,38,100,38,100,Y
6040141,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SESSIONS ELEMENTARY,101,97,96,0,0,0,0,4,4,4,4,0,0,0,0,97,96,97,96,97,96,97,96,97,96,Y
6040158,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SHERMAN ELEMENTARY,131,130,99,0,0,0,0,1,1,1,1,0,0,0,0,130,99,130,99,130,99,130,99,130,99,Y
6040166,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SILVER GATE ELEMENTARY,154,146,95,3,2,1,1,4,3,4,3,0,0,0,0,149,97,149,97,149,97,146,95,149,97,Y
6040174,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SPRECKELS ELEMENTARY,100,97,97,0,0,0,0,1,1,1,1,0,0,2,2,97,97,97,97,97,97,97,97,97,97,Y
6040208,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SUNSET VIEW ELEMENTARY,127,120,94,0,0,0,0,7,6,7,6,0,0,0,0,120,94,120,94,120,94,120,94,120,94,Y
6061964,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,THE O'FARRELL CHARTER,42,42,100,0,0,0,0,0,0,0,0,0,0,0,0,42,100,42,100,42,100,42,100,42,100,Y
6089056,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,TIERRASANTA ELEMENTARY,111,107,96,1,1,0,0,3,3,3,3,0,0,0,0,107,96,107,96,108,97,107,96,108,97,Y
6040224,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,TOLER ELEMENTARY,54,52,96,1,2,0,0,1,2,1,2,0,0,0,0,52,96,53,98,53,98,53,98,53,98,Y
6040232,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,TORREY PINES ELEMENTARY,109,100,92,3,3,2,2,4,4,4,4,0,0,0,0,102,94,103,95,103,95,101,93,103,95,Y
0118000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,URBAN DISCOVERY ACADEMY CHARTER,47,44,94,0,0,0,0,3,6,2,4,1,2,0,0,44,94,44,94,44,94,44,94,44,94,Y
6040257,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,VALENCIA PARK ELEMENTARY,119,116,97,1,1,1,1,1,1,1,1,0,0,0,0,116,97,117,98,117,98,117,98,117,98,Y
6099089,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,VISTA GRANDE ELEMENTARY,96,91,95,0,0,0,0,2,2,2,2,0,0,3,3,91,95,91,95,91,95,91,95,91,95,Y
6089064,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WALKER ELEMENTARY,78,76,97,1,1,0,0,1,1,1,1,0,0,0,0,76,97,77,99,77,99,76,97,77,99,Y
6040265,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WASHINGTON ELEMENTARY,74,71,96,2,3,0,0,1,1,1,1,0,0,0,0,71,96,73,99,72,97,73,99,73,99,Y
6040273,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WEBSTER ELEMENTARY,58,57,98,1,2,0,0,0,0,0,0,0,0,0,0,58,100,58,100,57,98,58,100,58,100,Y
6040281,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WEGEFORTH ELEMENTARY,33,33,100,0,0,0,0,0,0,0,0,0,0,0,0,33,100,33,100,33,100,33,100,33,100,Y
6040307,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WHITMAN ELEMENTARY,54,51,94,0,0,0,0,0,0,0,0,0,0,3,6,51,94,51,94,51,94,51,94,51,94,Y
6106199,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ZAMORANO ELEMENTARY,235,225,96,4,2,0,0,5,2,5,2,0,0,1,0,225,96,229,97,229,97,229,97,229,97,Y
6039069,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,ALVIN M. DUNN ELEMENTARY,141,141,100,0,0,0,0,0,0,0,0,0,0,0,0,141,100,141,100,141,100,141,100,141,100,Y
0109785,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,BAYSHORE PREPARATORY CHARTER,14,6,43,1,7,0,0,7,50,1,7,6,43,0,0,7,50,7,50,6,43,6,43,6,43,Y
6116206,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,CARLSBAD,CARRILLO ELEMENTARY,176,158,90,0,0,1,1,17,10,10,6,7,4,0,0,158,90,158,90,158,90,158,90,158,90,Y
6114169,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,DISCOVERY ELEMENTARY,161,142,88,8,5,0,0,11,7,11,7,0,0,0,0,146,91,146,91,147,91,146,91,149,93,Y
0116467,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,VISTA,JOLI ANN LEICHTAG ELEMENTARY,131,126,96,5,4,0,0,0,0,0,0,0,0,0,0,130,99,131,100,129,98,129,98,131,100,Y
6107148,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,KNOB HILL ELEMENTARY,178,168,94,3,2,0,0,7,4,7,4,0,0,0,0,169,95,171,96,170,96,170,96,171,96,Y
6105993,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,CARLSBAD,LA COSTA MEADOWS ELEMENTARY,163,148,91,6,4,0,0,9,6,9,6,0,0,0,0,149,91,151,93,150,92,152,93,154,94,Y
6108872,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,PALOMA ELEMENTARY,173,165,95,4,2,0,0,4,2,4,2,0,0,0,0,169,98,167,97,167,97,169,98,169,98,Y
6039077,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,RICHLAND ELEMENTARY,134,123,92,4,3,0,0,4,3,4,3,0,0,3,2,127,95,124,93,125,93,127,95,127,95,Y
0111468,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,SAN ELIJO ELEMENTARY,249,241,97,4,2,0,0,4,2,4,2,0,0,0,0,244,98,242,97,242,97,244,98,245,98,Y
6039085,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,SAN MARCOS ELEMENTARY,145,143,99,1,1,0,0,1,1,1,1,0,0,0,0,143,99,144,99,144,99,143,99,144,99,Y
6115349,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,TWIN OAKS ELEMENTARY,117,112,96,5,4,0,0,0,0,0,0,0,0,0,0,114,97,116,99,115,98,115,98,116,99,Y
6040331,SAN DIEGO,PUBLIC,SAN PASQUAL UNION ELEMENTARY,ESCONDIDO,SAN PASQUAL UNION ELEMENTARY,59,56,95,1,2,0,0,2,3,2,3,0,0,0,0,57,97,57,97,57,97,56,95,57,97,Y
6085146,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,SMYTHE ELEMENTARY,147,138,94,7,5,0,0,2,1,2,1,0,0,0,0,138,94,138,94,138,94,145,99,145,99,Y
6093264,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,SUNSET ELEMENTARY,102,102,100,0,0,0,0,0,0,0,0,0,0,0,0,102,100,102,100,102,100,102,100,102,100,Y
0125518,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN DIEGO,VISTA DEL MAR,116,111,96,4,3,0,0,1,1,1,1,0,0,0,0,113,97,113,97,113,97,113,97,111,96,Y
0123000,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,WILLOW ELEMENTARY,113,111,98,2,2,0,0,0,0,0,0,0,0,0,0,112,99,112,99,111,98,113,100,113,100,Y
6040349,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CAJON PARK ELEMENTARY,103,99,96,1,1,0,0,3,3,3,3,0,0,0,0,99,96,100,97,99,96,100,97,100,97,Y
6040356,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON HILLS ELEMENTARY,82,81,99,1,1,0,0,0,0,0,0,0,0,0,0,81,99,82,100,81,99,82,100,81,99,Y
6068159,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON OAKS ELEMENTARY,78,73,94,5,6,0,0,0,0,0,0,0,0,0,0,74,95,74,95,76,97,77,99,78,100,Y
6040364,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CHET F. HARRITT ELEMENTARY,95,92,97,0,0,1,1,2,2,1,1,1,1,0,0,92,97,92,97,92,97,92,97,92,97,Y
6085161,SAN DIEGO,PUBLIC,SANTEE,SANTEE,HILL CREEK ELEMENTARY,105,102,97,0,0,0,0,3,3,3,3,0,0,0,0,102,97,102,97,102,97,102,97,102,97,Y
6040372,SAN DIEGO,PUBLIC,SANTEE,EL CAJON,PEPPER DRIVE ELEMENTARY,106,98,92,2,2,0,0,6,6,6,6,0,0,0,0,100,94,100,94,99,93,99,93,100,94,Y
6040380,SAN DIEGO,PUBLIC,SANTEE,SANTEE,PRIDE ACADEMY AT PROSPECT AVENUE,66,66,100,0,0,0,0,0,0,0,0,0,0,0,0,66,100,66,100,66,100,66,100,66,100,Y
6085153,SAN DIEGO,PUBLIC,SANTEE,SANTEE,RIO SECO ELEMENTARY,101,96,95,0,0,0,0,5,5,3,3,2,2,0,0,96,95,96,95,96,95,96,95,96,95,Y
6040406,SAN DIEGO,PUBLIC,SANTEE,SANTEE,SYCAMORE CANYON ELEMENTARY,48,46,96,0,0,1,2,1,2,0,0,1,2,0,0,46,96,46,96,46,96,46,96,46,96,Y
0123059,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,CHULA VISTA,HIGH TECH ELEMENTARY CHULA VISTA,59,59,100,0,0,0,0,0,0,0,0,0,0,0,0,59,100,59,100,59,100,59,100,59,100,Y
0127605,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,SAN MARCOS,HIGH TECH ELEMENTARY NORTH COUNTY,59,56,95,0,0,0,0,3,5,3,5,0,0,0,0,56,95,56,95,56,95,56,95,56,95,Y
0131565,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,SAN DIEGO,SBC - HIGH TECH ELEMENTARY,58,55,95,0,0,0,0,3,5,0,0,3,5,0,0,55,95,55,95,55,95,55,95,55,95,Y
0131193,SAN DIEGO,PUBLIC,SBE - THRIVE PUBLIC,SAN DIEGO,THRIVE PUBLIC,44,37,84,6,14,1,2,0,0,0,0,0,0,0,0,37,84,37,84,38,86,41,93,41,93,Y
6112353,SAN DIEGO,PUBLIC,SOLANA BEACH ELEMENTARY,SAN DIEGO,CARMEL CREEK ELEMENTARY,107,102,95,2,2,0,0,3,3,2,2,1,1,0,0,103,96,103,96,104,97,103,96,104,97,Y
6040455,SAN DIEGO,PUBLIC,SOLANA BEACH ELEMENTARY,SOLANA BEACH,SKYLINE ELEMENTARY,27,25,93,0,0,0,0,2,7,2,7,0,0,0,0,25,93,25,93,25,93,25,93,25,93,Y
6106140,SAN DIEGO,PUBLIC,SOLANA BEACH ELEMENTARY,SAN DIEGO,SOLANA HIGHLANDS ELEMENTARY,105,96,91,2,2,0,0,7,7,7,7,0,0,0,0,98,93,98,93,97,92,97,92,97,92,Y
0129049,SAN DIEGO,PUBLIC,SOLANA BEACH ELEMENTARY,SAN DIEGO,SOLANA RANCH ELEMENTARY,77,76,99,0,0,0,0,1,1,1,1,0,0,0,0,76,99,76,99,76,99,76,99,76,99,Y
6111181,SAN DIEGO,PUBLIC,SOLANA BEACH ELEMENTARY,RANCHO SANTA FE,SOLANA SANTA FE ELEMENTARY,36,34,94,0,0,0,0,2,6,1,3,1,3,0,0,34,94,34,94,34,94,34,94,34,94,Y
6070882,SAN DIEGO,PUBLIC,SOLANA BEACH ELEMENTARY,SOLANA BEACH,SOLANA VISTA ELEMENTARY,132,124,94,1,1,0,0,7,5,7,5,0,0,0,0,125,95,125,95,125,95,124,94,125,95,Y
6040463,SAN DIEGO,PUBLIC,SOUTH BAY UNION,IMPERIAL BEACH,BAYSIDE ELEMENTARY,90,83,92,3,3,0,0,2,2,2,2,0,0,2,2,83,92,84,93,84,93,86,96,86,96,Y
6040471,SAN DIEGO,PUBLIC,SOUTH BAY UNION,IMPERIAL BEACH,CENTRAL ELEMENTARY,100,98,98,2,2,0,0,0,0,0,0,0,0,0,0,98,98,99,99,99,99,99,99,99,99,Y
6040489,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,EMORY ELEMENTARY,77,76,99,1,1,0,0,0,0,0,0,0,0,0,0,76,99,76,99,76,99,77,100,77,100,Y
6098487,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN YSIDRO,GEORGE NICOLOFF ELEMENTARY,156,151,97,3,2,0,0,2,1,1,1,1,1,0,0,151,97,151,97,152,97,154,99,154,99,Y
6067029,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,GODFREY G. BERRY ELEMENTARY,102,97,95,3,3,1,1,1,1,1,1,0,0,0,0,98,96,98,96,99,97,98,96,100,98,Y
