"2015-16 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 10 or more students enrolled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL*,,PME**,,PBE§ ,,HCP-COUNSELED PBE§§ ,,RELIGIOUS PBE§§§ ,,OVER-DUE §§§§,,DTP††  ^,,POLIO¥ ^,,MMR‡  ^,,HEPB§ ^,,VAR¶ ^,,REPORTED¶¶
6006100,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,BULLARD TALENT PROJECT,72,72,100,0,0,0,0,0,0,0,0,0,0,0,0,72,100,72,100,72,100,72,100,72,100,Y
6006118,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,BURROUGHS ELEMENTARY,126,121,96,5,4,0,0,0,0,0,0,0,0,0,0,123,98,124,98,125,99,123,98,125,99,Y
6006126,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,CALWA ELEMENTARY,140,138,99,1,1,0,0,1,1,1,1,0,0,0,0,138,99,139,99,139,99,139,99,139,99,Y
6006142,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,CENTENNIAL ELEMENTARY,140,139,99,1,1,0,0,0,0,0,0,0,0,0,0,139,99,140,100,140,100,140,100,140,100,Y
6006159,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,COLUMBIA ELEMENTARY,114,99,87,14,12,0,0,1,1,1,1,0,0,0,0,103,90,101,89,107,94,111,97,113,99,Y
6117477,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,DAVID L. GREENBERG ELEMENTARY,101,90,89,11,11,0,0,0,0,0,0,0,0,0,0,90,89,94,93,95,94,100,99,101,100,Y
0113811,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,DEBORAH A. WILLIAMS ELEMENTARY,128,119,93,9,7,0,0,0,0,0,0,0,0,0,0,119,93,120,94,123,96,127,99,128,100,Y
6006183,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,DEL MAR ELEMENTARY,97,97,100,0,0,0,0,0,0,0,0,0,0,0,0,97,100,97,100,97,100,97,100,97,100,Y
6006191,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,EASTERBY ELEMENTARY,128,125,98,1,1,0,0,1,1,0,0,1,1,1,1,125,98,125,98,125,98,126,98,126,98,Y
6068704,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,EATON ELEMENTARY,85,82,96,1,1,0,0,2,2,1,1,1,1,0,0,82,96,82,96,83,98,83,98,83,98,Y
6111249,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,EDITH B. STOREY ELEMENTARY,181,179,99,2,1,0,0,0,0,0,0,0,0,0,0,180,99,181,100,181,100,180,99,181,100,Y
6006217,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,ERICSON ELEMENTARY,152,150,99,2,1,0,0,0,0,0,0,0,0,0,0,151,99,152,100,151,99,151,99,152,100,Y
6006225,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,EWING ELEMENTARY,149,144,97,5,3,0,0,0,0,0,0,0,0,0,0,144,97,145,97,147,99,148,99,149,100,Y
6109961,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,EZEKIEL BALDERAS ELEMENTARY,114,114,100,0,0,0,0,0,0,0,0,0,0,0,0,114,100,114,100,114,100,114,100,114,100,Y
6006233,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,FIGARDEN ELEMENTARY,121,118,98,1,1,0,0,2,2,0,0,2,2,0,0,118,98,118,98,119,98,118,98,119,98,Y
6101109,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,FORKNER ELEMENTARY,90,89,99,1,1,0,0,0,0,0,0,0,0,0,0,89,99,90,100,90,100,90,100,90,100,Y
6006258,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,FREMONT ELEMENTARY,125,124,99,1,1,0,0,0,0,0,0,0,0,0,0,124,99,124,99,125,100,125,100,125,100,Y
6006266,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,GIBSON ELEMENTARY,92,86,93,3,3,0,0,3,3,3,3,0,0,0,0,86,93,87,95,87,95,89,97,89,97,Y
6120125,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,HAMILTON ELEMENTARY,89,86,97,3,3,0,0,0,0,0,0,0,0,0,0,87,98,88,99,88,99,88,99,88,99,Y
6006274,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,HEATON ELEMENTARY,155,149,96,6,4,0,0,0,0,0,0,0,0,0,0,149,96,153,99,153,99,155,100,155,100,Y
6006282,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,HOLLAND ELEMENTARY,101,94,93,7,7,0,0,0,0,0,0,0,0,0,0,96,95,98,97,98,97,100,99,101,100,Y
6006290,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,HOMAN ELEMENTARY,115,114,99,1,1,0,0,0,0,0,0,0,0,0,0,115,100,115,100,114,99,115,100,115,100,Y
6006308,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,JACKSON ELEMENTARY,80,78,98,2,3,0,0,0,0,0,0,0,0,0,0,80,100,80,100,80,100,78,98,80,100,Y
6006316,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,JEFFERSON ELEMENTARY,94,93,99,1,1,0,0,0,0,0,0,0,0,0,0,93,99,94,100,94,100,94,100,94,100,Y
0127514,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,KEPLER NEIGHBORHOOD,44,34,77,0,0,0,0,10,23,0,0,10,23,0,0,34,77,34,77,34,77,34,77,34,77,Y
6088546,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,KING ELEMENTARY,108,107,99,1,1,0,0,0,0,0,0,0,0,0,0,107,99,107,99,107,99,107,99,107,99,Y
6006324,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,KIRK ELEMENTARY,65,65,100,0,0,0,0,0,0,0,0,0,0,0,0,65,100,65,100,65,100,65,100,65,100,Y
6006332,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,KRATT ELEMENTARY,109,104,95,4,4,0,0,1,1,0,0,1,1,0,0,104,95,107,98,107,98,107,98,108,99,Y
6006357,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,LANE ELEMENTARY,124,124,100,0,0,0,0,0,0,0,0,0,0,0,0,124,100,124,100,124,100,124,100,124,100,Y
6102016,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,LAWLESS ELEMENTARY,109,97,89,12,11,0,0,0,0,0,0,0,0,0,0,100,92,100,92,101,93,106,97,107,98,Y
6006365,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,LINCOLN ELEMENTARY,102,101,99,1,1,0,0,0,0,0,0,0,0,0,0,101,99,101,99,102,100,102,100,102,100,Y
6006373,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,LOWELL ELEMENTARY,75,68,91,7,9,0,0,0,0,0,0,0,0,0,0,69,92,69,92,69,92,68,91,69,92,Y
6006381,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,MALLOCH ELEMENTARY,68,67,99,0,0,0,0,1,1,1,1,0,0,0,0,67,99,67,99,67,99,67,99,67,99,Y
0113829,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,MARIO G. OLMOS ELEMENTARY,154,151,98,2,1,0,0,1,1,1,1,0,0,0,0,151,98,151,98,152,99,152,99,153,99,Y
6006407,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,MAYFAIR ELEMENTARY,139,135,97,4,3,0,0,0,0,0,0,0,0,0,0,135,97,138,99,137,99,139,100,139,100,Y
6085120,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,MCCARDLE ELEMENTARY,86,81,94,2,2,0,0,2,2,2,2,0,0,1,1,82,95,83,97,82,95,83,97,83,97,Y
6105746,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,MIGUEL HIDALGO ELEMENTARY,139,131,94,8,6,0,0,0,0,0,0,0,0,0,0,133,96,134,96,133,96,135,97,137,99,Y
0108100,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,MOLLY S. BAKMAN ELEMENTARY,148,136,92,12,8,0,0,0,0,0,0,0,0,0,0,141,95,142,96,140,95,145,98,145,98,Y
0121533,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,MORRIS E. DAILEY CHARTER ELEMENTARY,70,69,99,0,0,0,0,1,1,1,1,0,0,0,0,69,99,69,99,69,99,69,99,69,99,Y
6006415,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,MUIR ELEMENTARY,98,95,97,3,3,0,0,0,0,0,0,0,0,0,0,95,97,95,97,96,98,98,100,98,100,Y
6006423,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,NORSEMAN ELEMENTARY,120,114,95,3,3,0,0,0,0,0,0,0,0,3,3,115,96,116,97,115,96,117,98,117,98,Y
6006431,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,POWERS-GINSBURG ELEMENTARY,82,81,99,0,0,0,0,1,1,1,1,0,0,0,0,81,99,81,99,81,99,81,99,81,99,Y
6006449,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,PYLE ELEMENTARY,135,129,96,4,3,0,0,2,1,1,1,1,1,0,0,130,96,130,96,133,99,130,96,133,99,Y
6006456,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,ROBINSON ELEMENTARY,83,77,93,2,2,0,0,4,5,4,5,0,0,0,0,77,93,78,94,79,95,78,94,78,94,Y
6006464,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,ROEDING ELEMENTARY,148,130,88,18,12,0,0,0,0,0,0,0,0,0,0,131,89,132,89,133,90,145,98,144,97,Y
6006472,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,ROWELL ELEMENTARY,130,108,83,22,17,0,0,0,0,0,0,0,0,0,0,111,85,114,88,112,86,127,98,128,98,Y
6085138,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,SLATER ELEMENTARY,126,122,97,3,2,1,1,0,0,0,0,0,0,0,0,122,97,125,99,125,99,125,99,125,99,Y
6088934,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,STARR ELEMENTARY,50,47,94,2,4,0,0,1,2,1,2,0,0,0,0,47,94,47,94,47,94,49,98,49,98,Y
6088942,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,SUNSET ELEMENTARY,53,52,98,0,0,0,0,1,2,1,2,0,0,0,0,52,98,52,98,52,98,52,98,52,98,Y
6111231,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,SUSAN B. ANTHONY ELEMENTARY,80,75,94,5,6,0,0,0,0,0,0,0,0,0,0,76,95,77,96,78,98,80,100,80,100,Y
6006514,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,THOMAS ELEMENTARY,151,149,99,1,1,0,0,1,1,1,1,0,0,0,0,149,99,150,99,150,99,150,99,150,99,Y
6006522,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,TURNER ELEMENTARY,128,113,88,15,12,0,0,0,0,0,0,0,0,0,0,118,92,119,93,120,94,124,97,126,98,Y
0111633,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,VALLEY ARTS AND SCIENCE ACADEMY -VASA-,21,16,76,0,0,1,5,4,19,4,19,0,0,0,0,16,76,16,76,16,76,16,76,16,76,Y
0106740,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,VALLEY PREPARATORY ACADEMY CHARTER,57,54,95,0,0,0,0,3,5,3,5,0,0,0,0,54,95,54,95,54,95,54,95,54,95,Y
0119339,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,VANG PAO ELEMENTARY,153,153,100,0,0,0,0,0,0,0,0,0,0,0,0,153,100,153,100,153,100,153,100,153,100,Y
6006530,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,VIKING ELEMENTARY,112,106,95,6,5,0,0,0,0,0,0,0,0,0,0,107,96,108,96,107,96,110,98,111,99,Y
6006548,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,VINLAND ELEMENTARY,107,106,99,1,1,0,0,0,0,0,0,0,0,0,0,107,100,107,100,107,100,106,99,107,100,Y
6006555,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,WEBSTER ELEMENTARY,81,77,95,4,5,0,0,0,0,0,0,0,0,0,0,78,96,78,96,77,95,81,100,79,98,Y
6006563,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,WILSON ELEMENTARY,136,130,96,1,1,0,0,0,0,0,0,0,0,5,4,130,96,131,96,131,96,130,96,131,96,Y
6006571,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,WINCHELL ELEMENTARY,122,119,98,2,2,0,0,0,0,0,0,0,0,1,1,119,98,119,98,119,98,119,98,121,99,Y
6006589,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,WISHON ELEMENTARY,91,89,98,2,2,0,0,0,0,0,0,0,0,0,0,89,98,89,98,90,99,91,100,91,100,Y
6006597,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,WOLTERS ELEMENTARY,86,80,93,4,5,0,0,2,2,1,1,1,1,0,0,81,94,83,97,83,97,82,95,84,98,Y
6005805,FRESNO,PUBLIC,GOLDEN PLAINS UNIFIED,CANTUA CREEK,CANTUA ELEMENTARY,18,18,100,0,0,0,0,0,0,0,0,0,0,0,0,18,100,18,100,18,100,18,100,18,100,Y
6007223,FRESNO,PUBLIC,GOLDEN PLAINS UNIFIED,SAN JOAQUIN,SAN JOAQUIN ELEMENTARY,101,100,99,1,1,0,0,0,0,0,0,0,0,0,0,100,99,100,99,100,99,100,99,100,99,Y
6007397,FRESNO,PUBLIC,GOLDEN PLAINS UNIFIED,TRANQUILLITY,TRANQUILLITY ELEMENTARY,15,15,100,0,0,0,0,0,0,0,0,0,0,0,0,15,100,15,100,15,100,15,100,15,100,Y
0123596,FRESNO,PUBLIC,KERMAN UNIFIED,KERMAN,GOLDENROD ELEMENTARY,106,99,93,5,5,1,1,1,1,1,1,0,0,0,0,99,93,101,95,104,98,104,98,104,98,Y
6006688,FRESNO,PUBLIC,KERMAN UNIFIED,KERMAN,KERMAN-FLOYD ELEMENTARY,134,132,99,1,1,1,1,0,0,0,0,0,0,0,0,132,99,132,99,133,99,132,99,133,99,Y
6119978,FRESNO,PUBLIC,KERMAN UNIFIED,KERMAN,LIBERTY ELEMENTARY,92,88,96,0,0,2,2,2,2,0,0,2,2,0,0,88,96,88,96,88,96,88,96,88,96,Y
6007371,FRESNO,PUBLIC,KERMAN UNIFIED,KERMAN,SUN EMPIRE ELEMENTARY,75,72,96,2,3,0,0,1,1,1,1,0,0,0,0,72,96,72,96,74,99,74,99,74,99,Y
0105692,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,ORANGE COVE,A. L. CONNER ELEMENTARY,41,41,100,0,0,0,0,0,0,0,0,0,0,0,0,41,100,41,100,41,100,41,100,41,100,Y
6006738,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,REEDLEY,ALTA ELEMENTARY,74,73,99,1,1,0,0,0,0,0,0,0,0,0,0,73,99,73,99,74,100,74,100,74,100,Y
6006753,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,DUNLAP,DUNLAP ELEMENTARY,59,57,97,2,3,0,0,0,0,0,0,0,0,0,0,57,97,57,97,57,97,58,98,58,98,Y
6088959,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,REEDLEY,GREAT WESTERN ELEMENTARY,61,60,98,0,0,0,0,1,2,1,2,0,0,0,0,60,98,60,98,60,98,60,98,60,98,Y
6006787,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,REEDLEY,JEFFERSON ELEMENTARY,77,77,100,0,0,0,0,0,0,0,0,0,0,0,0,77,100,77,100,77,100,77,100,77,100,Y
6006803,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,REEDLEY,LINCOLN ELEMENTARY,52,52,100,0,0,0,0,0,0,0,0,0,0,0,0,52,100,52,100,52,100,52,100,52,100,Y
6006795,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,ORANGE COVE,MCCORD ELEMENTARY,75,75,100,0,0,0,0,0,0,0,0,0,0,0,0,75,100,75,100,75,100,75,100,75,100,Y
6006837,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,PARLIER,RIVERVIEW ELEMENTARY,51,50,98,0,0,0,0,1,2,1,2,0,0,0,0,50,98,50,98,50,98,50,98,50,98,Y
6006845,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,ORANGE COVE,SHERIDAN ELEMENTARY,121,120,99,1,1,0,0,0,0,0,0,0,0,0,0,120,99,121,100,121,100,121,100,121,100,Y
0116657,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,REEDLEY,SILAS BARTSCH,77,77,100,0,0,0,0,0,0,0,0,0,0,0,0,77,100,77,100,77,100,77,100,77,100,Y
0106815,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,REEDLEY,THOMAS LAW REED ELEMENTARY,78,78,100,0,0,0,0,0,0,0,0,0,0,0,0,78,100,78,100,78,100,78,100,78,100,Y
6006878,FRESNO,PUBLIC,KINGS CANYON JOINT UNIFIED,REEDLEY,WASHINGTON ELEMENTARY,72,72,100,0,0,0,0,0,0,0,0,0,0,0,0,72,100,72,100,72,100,72,100,72,100,Y
6114805,FRESNO,PUBLIC,KINGSBURG ELEMENTARY CHARTER,KINGSBURG,KINGSBURG COMMUNITY CHARTER EXTENSION,19,8,42,0,0,0,0,11,58,0,0,11,58,0,0,8,42,8,42,8,42,8,42,8,42,Y
6006720,FRESNO,PUBLIC,KINGSBURG ELEMENTARY CHARTER,KINGSBURG,WASHINGTON ELEMENTARY,276,270,98,1,0,1,0,4,1,3,1,1,0,0,0,271,98,271,98,270,98,271,98,271,98,Y
6006902,FRESNO,PUBLIC,LATON JOINT UNIFIED,LATON,LATON ELEMENTARY,77,77,100,0,0,0,0,0,0,0,0,0,0,0,0,77,100,77,100,77,100,77,100,77,100,Y
0129163,FRESNO,PUBLIC,MENDOTA UNIFIED,MENDOTA,MENDOTA ELEMENTARY,162,162,100,0,0,0,0,0,0,0,0,0,0,0,0,162,100,162,100,162,100,162,100,162,100,Y
6006985,FRESNO,PUBLIC,MENDOTA UNIFIED,MENDOTA,WASHINGTON ELEMENTARY,192,192,100,0,0,0,0,0,0,0,0,0,0,0,0,192,100,192,100,192,100,192,100,192,100,Y
6006993,FRESNO,PUBLIC,MONROE ELEMENTARY,FRESNO,MONROE ELEMENTARY,26,26,100,0,0,0,0,0,0,0,0,0,0,0,0,26,100,26,100,26,100,26,100,26,100,Y
0127175,FRESNO,PUBLIC,ORANGE CENTER,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY FRESNO,38,29,76,0,0,0,0,9,24,5,13,4,11,0,0,29,76,29,76,29,76,29,76,29,76,Y
6007009,FRESNO,PUBLIC,ORANGE CENTER,FRESNO,ORANGE CENTER ELEMENTARY,32,32,100,0,0,0,0,0,0,0,0,0,0,0,0,32,100,32,100,32,100,32,100,32,100,Y
6007025,FRESNO,PUBLIC,PACIFIC UNION ELEMENTARY,FRESNO,PACIFIC UNION ELEMENTARY,46,46,100,0,0,0,0,0,0,0,0,0,0,0,0,46,100,46,100,46,100,46,100,46,100,Y
6007058,FRESNO,PUBLIC,PARLIER UNIFIED,PARLIER,CESAR E CHAVEZ ELEMENTARY,75,74,99,1,1,0,0,0,0,0,0,0,0,0,0,74,99,75,100,74,99,75,100,75,100,Y
6007041,FRESNO,PUBLIC,PARLIER UNIFIED,PARLIER,JOHN C MARTINEZ ELEMENTARY,78,77,99,1,1,0,0,0,0,0,0,0,0,0,0,77,99,78,100,78,100,78,100,78,100,Y
6007033,FRESNO,PUBLIC,PARLIER UNIFIED,PARLIER,MATHEW J BRLETIC ELEMENTARY,56,56,100,0,0,0,0,0,0,0,0,0,0,0,0,56,100,56,100,56,100,56,100,56,100,Y
0107409,FRESNO,PUBLIC,PARLIER UNIFIED,PARLIER,S BEN BENAVIDEZ ELEMENTARY,71,70,99,0,0,1,1,0,0,0,0,0,0,0,0,70,99,70,99,70,99,70,99,70,99,Y
6007066,FRESNO,PUBLIC,PINE RIDGE ELEMENTARY,AUBERRY,PINE RIDGE ELEMENTARY,15,14,93,1,7,0,0,0,0,0,0,0,0,0,0,14,93,15,100,14,93,15,100,15,100,Y
6007074,FRESNO,PUBLIC,RAISIN CITY ELEMENTARY,RAISIN CITY,RAISIN CITY ELEMENTARY,49,46,94,3,6,0,0,0,0,0,0,0,0,0,0,49,100,49,100,48,98,47,96,49,100,Y
6007090,FRESNO,PUBLIC,RIVERDALE JOINT UNIFIED,RIVERDALE,FIPPS PRIMARY,120,111,93,8,7,0,0,1,1,1,1,0,0,0,0,112,93,112,93,113,94,117,98,119,99,Y
6007108,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,CENTERVILLE ELEMENTARY,43,40,93,3,7,0,0,0,0,0,0,0,0,0,0,41,95,42,98,42,98,43,100,43,100,Y
6007116,FRESNO,PUBLIC,SANGER UNIFIED,DEL REY,DEL REY ELEMENTARY,55,53,96,2,4,0,0,0,0,0,0,0,0,0,0,53,96,53,96,54,98,55,100,55,100,Y
6007124,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,FAIRMONT ELEMENTARY,48,48,100,0,0,0,0,0,0,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,Y
6007132,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,JACKSON ELEMENTARY,102,101,99,1,1,0,0,0,0,0,0,0,0,0,0,102,100,101,99,101,99,102,100,102,100,Y
6007140,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,JEFFERSON ELEMENTARY,75,75,100,0,0,0,0,0,0,0,0,0,0,0,0,75,100,75,100,75,100,75,100,75,100,Y
6007157,FRESNO,PUBLIC,SANGER UNIFIED,FRESNO,JOHN S. WASH ELEMENTARY,75,74,99,1,1,0,0,0,0,0,0,0,0,0,0,75,100,75,100,74,99,74,99,75,100,Y
6007165,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,LINCOLN ELEMENTARY,54,53,98,1,2,0,0,0,0,0,0,0,0,0,0,53,98,54,100,54,100,54,100,54,100,Y
6007173,FRESNO,PUBLIC,SANGER UNIFIED,FRESNO,LONE STAR ELEMENTARY,49,48,98,1,2,0,0,0,0,0,0,0,0,0,0,49,100,49,100,48,98,49,100,49,100,Y
6007181,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,MADISON ELEMENTARY,70,69,99,1,1,0,0,0,0,0,0,0,0,0,0,69,99,70,100,70,100,70,100,70,100,Y
6117865,FRESNO,PUBLIC,SANGER UNIFIED,CLOVIS,QUAIL LAKE ENVIRONMENTAL CHARTER,77,72,94,0,0,0,0,5,6,5,6,0,0,0,0,72,94,72,94,72,94,72,94,72,94,Y
0113043,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,RONALD W. REAGAN ELEMENTARY,122,119,98,3,2,0,0,0,0,0,0,0,0,0,0,119,98,120,98,119,98,120,98,122,100,Y
6117873,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,SANGER ACADEMY CHARTER,75,73,97,0,0,0,0,2,3,2,3,0,0,0,0,73,97,73,97,73,97,73,97,73,97,Y
0123463,FRESNO,PUBLIC,SANGER UNIFIED,FRESNO,SEQUOIA ELEMENTARY,100,98,98,1,1,0,0,1,1,1,1,0,0,0,0,99,99,99,99,99,99,98,98,99,99,Y
6007215,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,WILSON ELEMENTARY,99,95,96,1,1,0,0,2,2,2,2,0,0,1,1,95,96,96,97,96,97,96,97,96,97,Y
6007231,FRESNO,PUBLIC,SELMA UNIFIED,SELMA,ANDREW JACKSON ELEMENTARY,118,115,97,1,1,0,0,2,2,0,0,2,2,0,0,116,98,116,98,115,97,116,98,116,98,Y
6007256,FRESNO,PUBLIC,SELMA UNIFIED,SELMA,ERIC WHITE ELEMENTARY,59,58,98,1,2,0,0,0,0,0,0,0,0,0,0,58,98,58,98,59,100,58,98,58,98,Y
6007272,FRESNO,PUBLIC,SELMA UNIFIED,SELMA,GEORGE WASHINGTON ELEMENTARY,92,92,100,0,0,0,0,0,0,0,0,0,0,0,0,92,100,92,100,92,100,92,100,92,100,Y
6007280,FRESNO,PUBLIC,SELMA UNIFIED,SELMA,INDIANOLA ELEMENTARY,48,46,96,0,0,0,0,2,4,2,4,0,0,0,0,46,96,46,96,46,96,46,96,46,96,Y
6007298,FRESNO,PUBLIC,SELMA UNIFIED,SELMA,JAMES GARFIELD ELEMENTARY,24,24,100,0,0,0,0,0,0,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,Y
6007322,FRESNO,PUBLIC,SELMA UNIFIED,SELMA,TERRY ELEMENTARY,43,43,100,0,0,0,0,0,0,0,0,0,0,0,0,43,100,43,100,43,100,43,100,43,100,Y
6007314,FRESNO,PUBLIC,SELMA UNIFIED,SELMA,THEODORE ROOSEVELT ELEMENTARY,118,114,97,4,3,0,0,0,0,0,0,0,0,0,0,114,97,114,97,114,97,114,97,117,99,Y
6007348,FRESNO,PUBLIC,SELMA UNIFIED,SELMA,WOODROW WILSON ELEMENTARY,77,75,97,1,1,0,0,1,1,1,1,0,0,0,0,75,97,76,99,76,99,76,99,76,99,Y
0124586,FRESNO,PUBLIC,SIERRA UNIFIED,PRATHER,FOOTHILL ELEMENTARY,108,102,94,0,0,1,1,5,5,5,5,0,0,0,0,102,94,102,94,102,94,102,94,102,94,Y
6007405,FRESNO,PUBLIC,WASHINGTON COLONY ELEMENTARY,FRESNO,WASHINGTON COLONY ELEMENTARY,61,58,95,2,3,0,0,1,2,1,2,0,0,0,0,58,95,58,95,59,97,60,98,60,98,Y
6005748,FRESNO,PUBLIC,WASHINGTON UNIFIED,FRESNO,AMERICAN UNION ELEMENTARY,46,43,93,2,4,0,0,1,2,1,2,0,0,0,0,43,93,43,93,43,93,45,98,44,96,Y
1030774,FRESNO,PUBLIC,WASHINGTON UNIFIED,FRESNO,W. E. B. DUBOIS PUBLIC CHARTER,38,36,95,0,0,0,0,1,3,1,3,0,0,1,3,36,95,36,95,36,95,36,95,36,95,Y
6006605,FRESNO,PUBLIC,WASHINGTON UNIFIED,FRESNO,WEST FRESNO ELEMENTARY,139,132,95,7,5,0,0,0,0,0,0,0,0,0,0,135,97,136,98,132,95,135,97,137,99,Y
6007413,FRESNO,PUBLIC,WEST PARK ELEMENTARY,FRESNO,WEST PARK ELEMENTARY,55,53,96,0,0,0,0,2,4,0,0,2,4,0,0,53,96,53,96,53,96,53,96,53,96,Y
6007421,FRESNO,PUBLIC,WESTSIDE ELEMENTARY,FIVE POINTS,WESTSIDE ELEMENTARY,36,36,100,0,0,0,0,0,0,0,0,0,0,0,0,36,100,36,100,36,100,36,100,36,100,Y
6144836,FRESNO,PRIVATE,,FRESNO,ABC ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,N
6135818,FRESNO,PRIVATE,,CLOVIS,ARMENIAN COMMUNITY SCHOOL,13,12,92,0,0,0,0,1,8,0,0,1,8,0,0,12,92,12,92,12,92,12,92,12,92,Y
6148100,FRESNO,PRIVATE,,FRESNO,ASTRUM ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,N
